Incident_ID,Incident_Date,Category,Severity,Impact,Status,Escalated,Location_ID
INC00723,2026-03-07,Web Attack,Low,Moderate,Resolved,No,LOC0013
INC00724,2024-01-25,Insider Threat,Medium,Low,Contained,No,LOC0054
INC00725,2025-01-19,Insider Threat,High,Severe,Contained,No,LOC0082
INC00726,2023-06-03,Insider Threat,High,Moderate,Contained,No,LOC0090
INC00727,2025-12-21,Phishing,High,Moderate,Open,No,LOC0094
INC00728,2024-05-05,Web Attack,High,Severe,Resolved,No,LOC0022
INC00729,2024-03-10,Unauthorized Access,High,Severe,Resolved,Yes,LOC0018
INC00730,2025-01-14,Web Attack,High,Significant,Investigating,No,LOC0058
INC00731,2024-09-28,Web Attack,High,Low,Resolved,No,LOC0047
INC00732,2025-12-18,Unauthorized Access,High,Significant,Contained,No,LOC0024
INC00733,2024-11-09,Ransomware,High,Severe,Investigating,Yes,LOC0011
INC00734,2024-10-22,Malware,Low,Severe,Resolved,No,LOC0015
INC00735,2023-05-15,Malware,Medium,Low,Investigating,No,LOC0034
INC00736,2023-01-29,DDoS,High,Moderate,Open,No,LOC0074
INC00737,2026-06-28,Insider Threat,Critical,Moderate,Resolved,No,LOC0007
INC00738,2026-03-17,Unauthorized Access,High,Low,Open,Yes,LOC0011
INC00739,2025-03-14,DDoS,Low,Significant,Open,No,LOC0027
INC00740,2025-03-16,Phishing,High,Moderate,Resolved,No,LOC0088
INC00741,2024-05-14,Unauthorized Access,Medium,Moderate,Open,Yes,LOC0100
INC00742,2023-08-15,Data Breach,High,Low,Resolved,No,LOC0045
INC00743,2023-01-11,Web Attack,Critical,Moderate,Resolved,No,LOC0005
INC00744,2024-03-08,Data Breach,High,Low,Investigating,Yes,LOC0002
INC00745,2024-02-09,Unauthorized Access,High,Moderate,Contained,No,LOC0086
INC00746,2023-09-02,Web Attack,Medium,Low,Open,No,LOC0045
INC00747,2023-11-27,DDoS,Medium,Severe,Resolved,No,LOC0008
INC00748,2023-02-01,Web Attack,Critical,Low,Open,No,LOC0084
INC00749,2025-02-15,Ransomware,High,Moderate,Resolved,Yes,LOC0053
INC00750,2026-03-30,Phishing,Medium,Moderate,Investigating,No,LOC0035
INC00751,2025-06-01,DDoS,Medium,Low,Resolved,No,LOC0046
INC00752,2024-07-26,Phishing,Low,Moderate,Investigating,Yes,LOC0023
INC00753,2024-06-20,Malware,Low,Low,Investigating,No,LOC0094
INC00754,2024-01-28,Web Attack,Medium,Low,Contained,Yes,LOC0079
INC00755,2023-07-01,Insider Threat,Medium,Moderate,Resolved,No,LOC0020
INC00756,2025-02-03,Phishing,Critical,Significant,Resolved,No,LOC0074
INC00757,2024-12-24,Insider Threat,Medium,Low,Open,No,LOC0018
INC00758,2023-01-10,Malware,Medium,Moderate,Open,No,LOC0046
INC00759,2024-06-14,Ransomware,Low,Significant,Contained,Yes,LOC0075
INC00760,2023-12-22,Data Breach,Medium,Moderate,Contained,No,LOC0004
INC00761,2023-08-06,Ransomware,High,Moderate,Resolved,Yes,LOC0073
INC00762,2025-06-16,Data Breach,Medium,Low,Resolved,No,LOC0023
INC00763,2024-11-02,Insider Threat,High,Moderate,Resolved,No,LOC0070
INC00764,2025-03-20,Malware,High,Moderate,Investigating,Yes,LOC0050
INC00765,2025-06-30,Malware,Low,Severe,Contained,Yes,LOC0003
INC00766,2026-06-07,Web Attack,High,Severe,Resolved,Yes,LOC0077
INC00767,2025-10-22,Unauthorized Access,Critical,Severe,Investigating,Yes,LOC0026
INC00768,2025-03-03,Unauthorized Access,Medium,Moderate,Resolved,Yes,LOC0096
INC00769,2026-01-27,DDoS,Low,Low,Investigating,No,LOC0084
INC00770,2024-09-01,DDoS,Critical,Moderate,Investigating,No,LOC0020
INC00771,2026-06-11,Data Breach,Critical,Moderate,Resolved,No,LOC0061
INC00772,2025-08-30,Unauthorized Access,High,Low,Investigating,No,LOC0037
INC00773,2025-04-11,Phishing,High,Low,Resolved,No,LOC0061
INC00774,2026-02-27,Data Breach,Medium,Moderate,Investigating,No,LOC0056
INC00775,2024-10-19,Data Breach,High,Moderate,Open,No,LOC0030
INC00776,2025-07-09,Malware,Medium,Moderate,Investigating,No,LOC0066
INC00777,2023-12-30,DDoS,Low,Significant,Investigating,No,LOC0027
INC00778,2026-05-15,Insider Threat,High,Moderate,Contained,No,LOC0091
INC00779,2025-03-07,Unauthorized Access,Critical,Severe,Open,No,LOC0095
INC00780,2025-09-25,Phishing,Critical,Moderate,Resolved,No,LOC0017
INC00781,2024-08-11,Malware,Medium,Significant,Resolved,No,LOC0073
INC00782,2026-01-11,Unauthorized Access,Low,Moderate,Contained,No,LOC0093
INC00783,2023-04-05,DDoS,Critical,Moderate,Investigating,No,LOC0013
INC00784,2023-05-26,Web Attack,Critical,Low,Contained,Yes,LOC0074
INC00785,2024-10-09,Unauthorized Access,High,Low,Resolved,Yes,LOC0094
INC00786,2025-07-24,Web Attack,High,Significant,Resolved,No,LOC0023
INC00787,2025-10-30,Phishing,Medium,Moderate,Open,Yes,LOC0059
INC00788,2024-07-15,DDoS,Medium,Low,Contained,No,LOC0080
INC00789,2025-04-09,Phishing,Low,Severe,Contained,Yes,LOC0034
INC00790,2024-12-07,Unauthorized Access,Low,Low,Investigating,No,LOC0024
INC00791,2026-05-12,Phishing,Medium,Significant,Open,Yes,LOC0040
INC00792,2025-04-15,DDoS,Critical,Significant,Resolved,No,LOC0034
INC00793,2024-06-16,Ransomware,Low,Moderate,Investigating,No,LOC0073
INC00794,2026-05-23,Phishing,Medium,Moderate,Investigating,Yes,LOC0038
INC00795,2023-05-17,Malware,High,Low,Investigating,Yes,LOC0038
INC00796,2026-06-11,Unauthorized Access,Medium,Significant,Resolved,No,LOC0095
INC00797,2023-07-16,Web Attack,Low,Moderate,Contained,No,LOC0058
INC00798,2024-01-04,Phishing,High,Moderate,Investigating,No,LOC0093
INC00799,2025-11-15,DDoS,Medium,Moderate,Contained,No,LOC0072
INC00800,2025-07-26,Phishing,High,Severe,Resolved,No,LOC0089
INC00801,2026-05-24,Insider Threat,Critical,Significant,Investigating,Yes,LOC0020
INC00802,2025-08-15,DDoS,Low,Severe,Resolved,No,LOC0094
INC00803,2025-03-24,Web Attack,Critical,Significant,Investigating,No,LOC0095
INC00804,2024-03-18,Phishing,Critical,Significant,Investigating,Yes,LOC0005
INC00805,2023-01-07,Malware,Critical,Moderate,Resolved,No,LOC0036
INC00806,2023-06-08,Unauthorized Access,High,Severe,Resolved,No,LOC0042
INC00807,2024-01-16,Data Breach,High,Moderate,Contained,Yes,LOC0042
INC00808,2023-02-22,Web Attack,High,Moderate,Resolved,Yes,LOC0078
INC00809,2024-10-10,Insider Threat,High,Significant,Contained,Yes,LOC0070
INC00810,2025-09-19,Web Attack,Low,Significant,Contained,Yes,LOC0022
INC00811,2026-05-15,Data Breach,Critical,Low,Resolved,Yes,LOC0061
INC00812,2024-09-17,Ransomware,High,Moderate,Resolved,No,LOC0098
INC00813,2026-01-22,DDoS,High,Moderate,Investigating,Yes,LOC0045
INC00814,2026-06-12,Phishing,Medium,Severe,Resolved,No,LOC0093
INC00815,2026-01-03,DDoS,Low,Moderate,Contained,No,LOC0065
INC00816,2024-08-16,Ransomware,Medium,Significant,Open,No,LOC0093
INC00817,2024-02-20,Malware,Medium,Moderate,Resolved,No,LOC0091
INC00818,2026-06-02,Phishing,Medium,Significant,Resolved,Yes,LOC0002
INC00819,2023-11-05,Unauthorized Access,Medium,Low,Resolved,Yes,LOC0081
INC00820,2024-06-09,Ransomware,Medium,Severe,Resolved,Yes,LOC0019
INC00821,2023-04-05,Web Attack,High,Moderate,Resolved,No,LOC0083
INC00822,2025-10-10,DDoS,Medium,Moderate,Investigating,No,LOC0081
INC00823,2025-04-09,Web Attack,Critical,Moderate,Resolved,No,LOC0026
INC00824,2023-04-19,Data Breach,Low,Moderate,Resolved,No,LOC0007
INC00825,2023-10-11,Malware,Medium,Moderate,Resolved,No,LOC0042
INC00826,2024-12-10,Phishing,Medium,Significant,Contained,Yes,LOC0031
INC00827,2024-11-21,Data Breach,High,Severe,Investigating,No,LOC0056
INC00828,2025-10-21,Unauthorized Access,Medium,Significant,Open,Yes,LOC0009
INC00829,2023-12-06,Ransomware,High,Significant,Contained,No,LOC0005
INC00830,2026-03-26,Unauthorized Access,Critical,Moderate,Investigating,No,LOC0044
INC00831,2024-07-21,Web Attack,Medium,Significant,Resolved,Yes,LOC0077
INC00832,2025-11-16,DDoS,High,Severe,Resolved,No,LOC0032
INC00833,2023-11-01,Malware,Low,Moderate,Investigating,No,LOC0033
INC00834,2023-02-17,Ransomware,Medium,Severe,Investigating,Yes,LOC0017
INC00835,2023-03-12,Web Attack,Medium,Moderate,Resolved,No,LOC0029
INC00836,2024-04-20,Insider Threat,Low,Significant,Investigating,No,LOC0030
INC00837,2026-05-02,Insider Threat,High,Severe,Resolved,Yes,LOC0026
INC00838,2023-03-04,Web Attack,High,Significant,Contained,Yes,LOC0035
INC00839,2023-05-20,Malware,High,Low,Open,Yes,LOC0029
INC00840,2026-04-04,Ransomware,Medium,Significant,Investigating,Yes,LOC0069
INC00841,2025-05-12,Malware,High,Low,Resolved,No,LOC0034
INC00842,2025-08-31,Malware,Medium,Significant,Investigating,No,LOC0076
INC00843,2025-06-29,Insider Threat,Low,Moderate,Resolved,No,LOC0061
INC00844,2025-04-19,Web Attack,Low,Significant,Investigating,No,LOC0065
INC00845,2025-09-15,Phishing,High,Severe,Investigating,No,LOC0059
INC00846,2023-01-11,Data Breach,Critical,Moderate,Resolved,No,LOC0093
INC00847,2026-01-10,Unauthorized Access,Low,Moderate,Investigating,No,LOC0026
INC00848,2025-08-02,Malware,High,Significant,Open,Yes,LOC0099
INC00849,2025-08-02,Web Attack,High,Moderate,Contained,Yes,LOC0021
INC00850,2024-05-17,Insider Threat,Critical,Low,Resolved,No,LOC0014
INC00851,2025-10-19,Unauthorized Access,High,Low,Investigating,No,LOC0083
INC00852,2024-05-02,Data Breach,High,Moderate,Investigating,No,LOC0090
INC00853,2023-03-04,DDoS,High,Significant,Resolved,Yes,LOC0010
INC00854,2026-03-05,Insider Threat,Critical,Significant,Resolved,No,LOC0060
INC00855,2023-10-27,DDoS,Low,Low,Resolved,Yes,LOC0052
INC00856,2023-05-11,Web Attack,Critical,Moderate,Resolved,No,LOC0023
INC00857,2025-03-05,Malware,Low,Moderate,Resolved,No,LOC0053
INC00858,2023-10-26,Phishing,Critical,Moderate,Contained,No,LOC0069
INC00859,2025-12-31,Web Attack,Low,Significant,Investigating,No,LOC0058
INC00860,2024-07-20,Ransomware,Medium,Moderate,Resolved,Yes,LOC0052
INC00861,2023-01-06,Ransomware,Low,Significant,Resolved,No,LOC0089
INC00862,2026-04-30,Insider Threat,Medium,Severe,Resolved,No,LOC0023
INC00863,2024-10-19,Phishing,Medium,Significant,Resolved,No,LOC0063
INC00864,2023-12-02,Unauthorized Access,Low,Significant,Investigating,Yes,LOC0032
INC00865,2025-05-14,Ransomware,Medium,Low,Contained,Yes,LOC0098
INC00866,2024-11-08,Phishing,Medium,Low,Resolved,No,LOC0026
INC00867,2023-02-07,Web Attack,High,Low,Contained,No,LOC0088
INC00868,2025-08-28,Phishing,Critical,Significant,Resolved,No,LOC0064
INC00869,2024-05-27,Malware,High,Severe,Resolved,No,LOC0022
INC00870,2025-06-12,Data Breach,Low,Moderate,Open,No,LOC0076
INC00871,2026-02-17,Insider Threat,Medium,Moderate,Resolved,No,LOC0025
INC00872,2025-02-18,Phishing,Critical,Moderate,Resolved,Yes,LOC0027
INC00873,2025-05-07,Data Breach,Low,Significant,Resolved,No,LOC0035
INC00874,2023-11-22,Unauthorized Access,Medium,Significant,Contained,No,LOC0069
INC00875,2023-10-31,Insider Threat,Critical,Significant,Resolved,Yes,LOC0040
INC00876,2024-06-13,Phishing,Critical,Severe,Contained,Yes,LOC0057
INC00877,2025-12-25,Web Attack,Medium,Moderate,Contained,No,LOC0056
INC00878,2024-10-31,Unauthorized Access,High,Significant,Open,Yes,LOC0020
INC00879,2024-03-20,Insider Threat,Medium,Significant,Resolved,No,LOC0024
INC00880,2025-09-22,Ransomware,High,Moderate,Resolved,Yes,LOC0031
INC00881,2025-12-25,Web Attack,Low,Severe,Resolved,Yes,LOC0023
INC00882,2026-02-26,Data Breach,Low,Low,Resolved,Yes,LOC0092
INC00883,2024-01-17,Phishing,High,Significant,Open,No,LOC0039
INC00884,2025-06-25,Web Attack,Medium,Significant,Resolved,No,LOC0041
INC00885,2025-01-23,Insider Threat,High,Severe,Contained,No,LOC0068
INC00886,2024-07-27,Ransomware,Medium,Moderate,Resolved,Yes,LOC0079
INC00887,2024-05-21,Unauthorized Access,Critical,Moderate,Open,No,LOC0069
INC00888,2023-05-27,DDoS,High,Significant,Resolved,No,LOC0056
INC00889,2023-12-17,Unauthorized Access,Medium,Significant,Investigating,No,LOC0098
INC00890,2024-12-02,Web Attack,High,Moderate,Resolved,No,LOC0090
INC00891,2026-02-06,Web Attack,Medium,Significant,Resolved,No,LOC0021
INC00892,2026-01-11,Phishing,Medium,Moderate,Investigating,No,LOC0017
INC00893,2023-08-28,Web Attack,Medium,Significant,Contained,No,LOC0040
INC00894,2025-05-17,DDoS,Critical,Severe,Resolved,No,LOC0084
INC00895,2023-04-19,Data Breach,Critical,Moderate,Resolved,Yes,LOC0097
INC00896,2025-05-11,Insider Threat,Critical,Moderate,Open,No,LOC0071
INC00897,2024-03-12,DDoS,Critical,Severe,Contained,No,LOC0070
INC00898,2024-07-28,DDoS,Critical,Significant,Investigating,Yes,LOC0024
INC00899,2025-07-05,DDoS,Medium,Severe,Resolved,No,LOC0060
INC00900,2024-06-26,Insider Threat,Critical,Moderate,Resolved,No,LOC0019
INC00901,2025-10-28,DDoS,High,Severe,Open,Yes,LOC0054
INC00902,2024-11-12,Ransomware,Medium,Low,Resolved,No,LOC0020
INC00903,2026-06-29,Ransomware,High,Moderate,Resolved,Yes,LOC0008
INC00904,2025-03-26,Phishing,Medium,Moderate,Resolved,No,LOC0097
INC00905,2024-01-14,DDoS,Medium,Significant,Open,No,LOC0090
INC00906,2025-09-17,Malware,Medium,Severe,Investigating,Yes,LOC0069
INC00907,2024-06-04,Malware,Low,Significant,Contained,No,LOC0063
INC00908,2024-11-13,Data Breach,Medium,Significant,Investigating,No,LOC0024
INC00909,2023-06-24,Malware,Critical,Moderate,Contained,Yes,LOC0058
INC00910,2023-06-02,Unauthorized Access,High,Moderate,Open,No,LOC0075
INC00911,2025-01-04,Insider Threat,High,Moderate,Open,Yes,LOC0054
INC00912,2023-08-27,Data Breach,Medium,Low,Resolved,No,LOC0029
INC00913,2026-06-27,DDoS,Medium,Moderate,Investigating,Yes,LOC0040
INC00914,2025-12-28,Phishing,Medium,Severe,Resolved,Yes,LOC0085
INC00915,2025-06-14,Web Attack,Critical,Significant,Open,No,LOC0026
INC00916,2025-07-27,Insider Threat,Medium,Significant,Resolved,Yes,LOC0097
INC00917,2025-01-30,Unauthorized Access,High,Moderate,Contained,No,LOC0076
INC00918,2023-03-18,Malware,High,Moderate,Resolved,No,LOC0090
INC00919,2024-05-16,Malware,High,Low,Resolved,No,LOC0051
INC00920,2024-09-25,Ransomware,Critical,Moderate,Contained,Yes,LOC0023
INC00921,2026-03-14,Phishing,Medium,Moderate,Resolved,No,LOC0004
INC00922,2023-10-08,Insider Threat,Critical,Moderate,Investigating,No,LOC0054
INC00923,2024-09-26,Phishing,High,Low,Resolved,No,LOC0040
INC00924,2024-03-15,Ransomware,High,Significant,Open,No,LOC0012
INC00925,2023-06-21,Web Attack,High,Moderate,Contained,No,LOC0093
INC00926,2023-05-12,Insider Threat,Critical,Moderate,Investigating,No,LOC0098
INC00927,2024-04-11,Phishing,Critical,Moderate,Resolved,No,LOC0038
INC00928,2023-04-16,DDoS,Medium,Significant,Contained,No,LOC0067
INC00929,2023-03-27,Unauthorized Access,High,Moderate,Resolved,No,LOC0042
INC00930,2024-03-24,Data Breach,High,Moderate,Contained,No,LOC0050
INC00931,2023-09-15,Web Attack,Medium,Significant,Investigating,No,LOC0063
INC00932,2024-12-09,Insider Threat,Critical,Low,Investigating,No,LOC0042
INC00933,2023-01-23,Web Attack,Medium,Severe,Resolved,No,LOC0081
INC00934,2024-01-21,Malware,High,Low,Resolved,No,LOC0019
INC00935,2024-08-01,Phishing,Low,Moderate,Investigating,Yes,LOC0067
INC00936,2026-05-14,Unauthorized Access,Medium,Moderate,Resolved,Yes,LOC0099
INC00937,2025-03-21,Malware,Critical,Moderate,Contained,No,LOC0086
INC00938,2026-01-29,Ransomware,Medium,Moderate,Open,No,LOC0005
INC00939,2024-03-14,Phishing,Medium,Severe,Contained,No,LOC0012
INC00940,2024-07-28,Web Attack,Medium,Moderate,Investigating,No,LOC0063
INC00941,2024-06-20,Malware,Medium,Significant,Investigating,No,LOC0093
INC00942,2026-02-07,Phishing,High,Moderate,Resolved,No,LOC0085
INC00943,2026-05-09,Phishing,Critical,Low,Investigating,No,LOC0091
INC00944,2026-05-13,Phishing,Low,Moderate,Resolved,Yes,LOC0015
INC00945,2025-08-18,Unauthorized Access,High,Significant,Resolved,No,LOC0052
INC00946,2024-10-04,Ransomware,Medium,Moderate,Resolved,Yes,LOC0073
INC00947,2024-11-21,Web Attack,High,Severe,Resolved,No,LOC0063
INC00948,2026-06-06,Ransomware,Medium,Significant,Resolved,No,LOC0078
INC00949,2023-12-30,Unauthorized Access,Medium,Severe,Contained,No,LOC0022
INC00950,2024-03-18,Data Breach,Medium,Moderate,Resolved,No,LOC0046
INC00951,2026-02-19,Data Breach,High,Significant,Contained,No,LOC0045
INC00952,2024-05-08,Insider Threat,Medium,Significant,Resolved,Yes,LOC0094
INC00953,2023-10-28,Phishing,Medium,Significant,Investigating,Yes,LOC0021
INC00954,2024-12-16,Unauthorized Access,High,Severe,Resolved,No,LOC0033
INC00955,2024-02-20,Insider Threat,High,Significant,Resolved,No,LOC0003
INC00956,2026-02-11,Insider Threat,Medium,Severe,Contained,No,LOC0016
INC00957,2026-03-06,Unauthorized Access,High,Significant,Resolved,Yes,LOC0099
INC00958,2024-01-26,Data Breach,Critical,Low,Contained,No,LOC0085
INC00959,2024-11-07,Insider Threat,Low,Significant,Investigating,No,LOC0026
INC00960,2026-06-10,Unauthorized Access,High,Moderate,Resolved,No,LOC0071
INC00961,2025-08-05,Web Attack,Medium,Severe,Contained,Yes,LOC0060
INC00962,2023-10-03,Phishing,High,Significant,Open,No,LOC0091
INC00963,2025-01-24,Ransomware,Medium,Low,Open,Yes,LOC0031
INC00964,2025-03-02,Malware,High,Low,Investigating,No,LOC0100
INC00965,2025-04-14,Malware,Medium,Low,Resolved,Yes,LOC0038
INC00966,2023-02-01,DDoS,Medium,Moderate,Resolved,No,LOC0072
INC00967,2024-01-18,Phishing,Critical,Low,Resolved,No,LOC0040
INC00968,2025-12-27,DDoS,Medium,Significant,Open,Yes,LOC0068
INC00969,2023-11-05,DDoS,Critical,Significant,Contained,No,LOC0034
INC00970,2024-01-18,Unauthorized Access,Critical,Severe,Resolved,No,LOC0085
INC00971,2024-02-16,Web Attack,Critical,Moderate,Resolved,No,LOC0064
INC00972,2023-08-15,Insider Threat,Low,Moderate,Investigating,No,LOC0029
INC00973,2023-07-18,DDoS,High,Low,Investigating,Yes,LOC0097
INC00974,2024-03-19,Ransomware,Low,Severe,Resolved,No,LOC0071
INC00975,2026-01-21,Insider Threat,Medium,Low,Resolved,No,LOC0043
INC00976,2023-01-02,Malware,Critical,Low,Open,No,LOC0014
INC00977,2023-12-28,Unauthorized Access,High,Moderate,Resolved,No,LOC0098
INC00978,2023-03-19,DDoS,High,Significant,Open,No,LOC0076
INC00979,2024-12-18,Phishing,Medium,Low,Open,Yes,LOC0067
INC00980,2023-11-17,Unauthorized Access,High,Significant,Resolved,No,LOC0084
INC00981,2025-10-08,Ransomware,High,Significant,Contained,No,LOC0061
INC00982,2025-01-17,Phishing,Medium,Significant,Contained,No,LOC0024
INC00983,2025-09-27,Data Breach,Critical,Moderate,Resolved,No,LOC0024
INC00984,2025-03-21,Phishing,Medium,Low,Resolved,Yes,LOC0008
INC00985,2024-07-13,Data Breach,Low,Moderate,Open,Yes,LOC0007
INC00986,2026-01-04,Phishing,High,Moderate,Resolved,No,LOC0073
INC00987,2024-08-31,DDoS,Critical,Significant,Resolved,No,LOC0086
INC00988,2026-04-28,Insider Threat,Medium,Moderate,Resolved,No,LOC0017
INC00989,2026-06-24,Phishing,Medium,Moderate,Resolved,No,LOC0058
INC00990,2025-01-22,Insider Threat,Low,Low,Resolved,No,LOC0013
INC00991,2025-05-11,Data Breach,Critical,Significant,Open,No,LOC0042
INC00992,2023-11-23,Web Attack,Medium,Moderate,Investigating,Yes,LOC0080
INC00993,2025-11-06,Phishing,Medium,Significant,Resolved,No,LOC0082
INC00994,2025-05-07,Data Breach,Critical,Low,Resolved,No,LOC0095
INC00995,2026-02-26,Web Attack,Low,Severe,Open,Yes,LOC0032
INC00996,2023-12-07,Insider Threat,High,Significant,Open,Yes,LOC0095
INC00997,2025-10-02,Phishing,Medium,Moderate,Resolved,Yes,LOC0079
INC00998,2024-08-23,Insider Threat,High,Low,Open,Yes,LOC0034
INC00999,2023-08-25,Malware,Medium,Moderate,Open,No,LOC0033
INC01000,2023-08-07,Unauthorized Access,Medium,Low,Resolved,Yes,LOC0011
INC01001,2024-12-18,DDoS,Low,Moderate,Resolved,No,LOC0093
INC01002,2023-05-11,Unauthorized Access,High,Severe,Resolved,Yes,LOC0021
INC01003,2024-06-29,Unauthorized Access,High,Significant,Resolved,Yes,LOC0027
INC01004,2025-04-13,Malware,Low,Low,Investigating,Yes,LOC0042
INC01005,2024-02-12,Unauthorized Access,Medium,Significant,Resolved,Yes,LOC0014
INC01006,2026-05-04,Web Attack,Critical,Moderate,Investigating,No,LOC0081
INC01007,2025-09-22,DDoS,Low,Severe,Investigating,Yes,LOC0070
INC01008,2024-10-16,Ransomware,Medium,Low,Resolved,Yes,LOC0016
INC01009,2026-04-08,Web Attack,High,Significant,Resolved,Yes,LOC0017
INC01010,2024-07-06,Malware,Medium,Significant,Resolved,No,LOC0003
INC01011,2023-06-28,DDoS,Medium,Low,Investigating,No,LOC0095
INC01012,2023-02-15,Unauthorized Access,Medium,Low,Resolved,No,LOC0044
INC01013,2026-04-12,DDoS,Medium,Moderate,Resolved,No,LOC0066
INC01014,2026-05-10,Web Attack,High,Severe,Resolved,No,LOC0015
INC01015,2025-08-02,DDoS,High,Significant,Resolved,No,LOC0024
INC01016,2023-05-12,Web Attack,High,Significant,Contained,No,LOC0055
INC01017,2024-01-10,Malware,Low,Significant,Resolved,No,LOC0021
INC01018,2023-02-22,Data Breach,Critical,Significant,Resolved,Yes,LOC0062
INC01019,2023-03-07,Unauthorized Access,Low,Moderate,Resolved,No,LOC0093
INC01020,2023-11-11,Phishing,High,Moderate,Resolved,No,LOC0031
INC01021,2024-12-31,Phishing,Medium,Significant,Resolved,No,LOC0061
INC01022,2023-03-25,Data Breach,High,Moderate,Open,No,LOC0092
INC01023,2026-06-11,Data Breach,Medium,Severe,Investigating,No,LOC0090
INC01024,2024-08-04,Unauthorized Access,Medium,Low,Resolved,Yes,LOC0001
INC01025,2023-12-03,Malware,Medium,Moderate,Resolved,No,LOC0012
INC01026,2024-10-21,Unauthorized Access,Low,Significant,Resolved,No,LOC0099
INC01027,2025-10-06,Web Attack,Medium,Moderate,Open,No,LOC0093
INC01028,2024-02-04,Malware,High,Low,Contained,No,LOC0033
INC01029,2023-03-02,DDoS,Critical,Moderate,Resolved,No,LOC0053
INC01030,2023-03-07,DDoS,Low,Significant,Resolved,No,LOC0058
INC01031,2025-12-23,Web Attack,Critical,Severe,Open,No,LOC0067
INC01032,2023-05-23,Ransomware,High,Low,Resolved,Yes,LOC0076
INC01033,2025-03-22,DDoS,Critical,Low,Investigating,No,LOC0038
INC01034,2024-05-06,Data Breach,High,Moderate,Contained,No,LOC0089
INC01035,2025-09-19,Malware,High,Severe,Investigating,No,LOC0006
INC01036,2023-03-19,Insider Threat,High,Moderate,Open,Yes,LOC0004
INC01037,2026-02-20,Insider Threat,High,Severe,Open,No,LOC0096
INC01038,2025-06-10,Data Breach,Critical,Severe,Resolved,No,LOC0018
INC01039,2024-07-27,Data Breach,Low,Moderate,Resolved,No,LOC0100
INC01040,2023-09-22,Data Breach,Medium,Significant,Resolved,Yes,LOC0029
INC01041,2026-06-01,Insider Threat,Low,Significant,Contained,No,LOC0037
INC01042,2024-01-21,Web Attack,Critical,Moderate,Contained,Yes,LOC0003
INC01043,2024-09-18,DDoS,Medium,Moderate,Contained,No,LOC0095
INC01044,2024-05-18,DDoS,High,Significant,Resolved,No,LOC0036
INC01045,2023-10-22,Data Breach,Critical,Significant,Contained,No,LOC0017
INC01046,2024-06-16,Phishing,Critical,Significant,Resolved,No,LOC0049
INC01047,2023-07-13,Insider Threat,Low,Severe,Resolved,No,LOC0016
INC01048,2023-01-03,Insider Threat,High,Moderate,Resolved,No,LOC0079
INC01049,2024-01-06,Data Breach,Critical,Significant,Investigating,Yes,LOC0008
INC01050,2023-05-24,Ransomware,Low,Severe,Contained,Yes,LOC0050
INC01051,2024-06-13,Ransomware,High,Moderate,Investigating,No,LOC0040
INC01052,2026-01-06,DDoS,Medium,Low,Open,No,LOC0004
INC01053,2023-07-27,Data Breach,High,Moderate,Resolved,No,LOC0006
INC01054,2023-01-02,Insider Threat,Medium,Severe,Resolved,No,LOC0052
INC01055,2023-05-22,Data Breach,Medium,Moderate,Resolved,No,LOC0040
INC01056,2024-10-10,Web Attack,Low,Significant,Open,No,LOC0013
INC01057,2023-12-17,Web Attack,Low,Low,Resolved,No,LOC0014
INC01058,2024-09-17,Data Breach,Low,Moderate,Resolved,Yes,LOC0081
INC01059,2023-02-07,Ransomware,High,Significant,Contained,Yes,LOC0074
INC01060,2024-03-01,Unauthorized Access,Medium,Low,Resolved,Yes,LOC0061
INC01061,2024-06-07,DDoS,Medium,Severe,Investigating,No,LOC0084
INC01062,2024-07-04,Data Breach,High,Low,Resolved,No,LOC0007
INC01063,2024-12-04,Insider Threat,High,Severe,Resolved,No,LOC0069
INC01064,2025-09-23,Ransomware,High,Moderate,Resolved,Yes,LOC0076
INC01065,2024-08-19,Unauthorized Access,Critical,Severe,Resolved,No,LOC0021
INC01066,2025-12-10,Malware,Medium,Significant,Contained,Yes,LOC0054
INC01067,2024-11-07,Data Breach,Critical,Low,Resolved,No,LOC0077
INC01068,2023-11-29,DDoS,Low,Low,Resolved,Yes,LOC0061
INC01069,2023-10-20,DDoS,High,Low,Investigating,No,LOC0025
INC01070,2024-02-16,Unauthorized Access,Critical,Significant,Open,Yes,LOC0067
INC01071,2025-02-01,Phishing,Critical,Significant,Resolved,No,LOC0076
INC01072,2023-11-06,Unauthorized Access,High,Moderate,Resolved,No,LOC0001
INC01073,2026-03-13,Data Breach,High,Moderate,Contained,No,LOC0057
INC01074,2024-09-04,Ransomware,Medium,Significant,Resolved,Yes,LOC0051
INC01075,2026-01-07,Phishing,High,Significant,Resolved,No,LOC0037
INC01076,2025-05-22,DDoS,High,Significant,Contained,No,LOC0005
INC01077,2024-03-01,Phishing,Critical,Moderate,Contained,No,LOC0009
INC01078,2023-10-19,Ransomware,Medium,Significant,Resolved,No,LOC0076
INC01079,2025-08-08,Data Breach,Low,Severe,Resolved,No,LOC0083
INC01080,2024-02-27,Malware,High,Moderate,Resolved,No,LOC0042
INC01081,2023-11-12,Data Breach,Low,Low,Contained,No,LOC0094
INC01082,2026-04-03,Phishing,Medium,Low,Resolved,No,LOC0093
INC01083,2024-09-08,Web Attack,Medium,Significant,Resolved,Yes,LOC0067
INC01084,2023-03-04,Data Breach,High,Moderate,Resolved,No,LOC0059
