Response_ID,Incident_ID,Response_Time_Minutes,Resolution_Time_Minutes,Response_Status,Response_Team,Escalation_Level
RES00983,INC00983,155,1176,Contained,Incident Response,L1
RES00984,INC00984,131,697,Closed,Incident Response,L2
RES00985,INC00985,9,750,In Progress,Forensics,L3
RES00986,INC00986,100,963,Pending,Network Security,L1
RES00987,INC00987,29,256,In Progress,Network Security,L1
RES00988,INC00988,30,358,Contained,SOC Tier 2,L1
RES00989,INC00989,52,208,In Progress,Network Security,L1
RES00990,INC00990,26,335,Contained,Incident Response,L1
RES00991,INC00991,82,730,Closed,SOC Tier 2,L1
RES00992,INC00992,81,1433,Closed,SOC Tier 2,L2
RES00993,INC00993,93,1424,Closed,Forensics,L1
RES00994,INC00994,62,1167,Closed,Incident Response,L1
RES00995,INC00995,14,830,Closed,Incident Response,L3
RES00996,INC00996,51,366,Closed,Network Security,L2
RES00997,INC00997,23,558,In Progress,SOC Tier 2,L3
RES00998,INC00998,159,1269,Closed,SOC Tier 2,L2
RES00999,INC00999,89,1400,In Progress,Forensics,L1
RES01000,INC01000,29,1416,In Progress,Forensics,L3
RES01001,INC01001,25,602,Contained,Incident Response,L1
RES01002,INC01002,133,849,Closed,Forensics,L3
RES01003,INC01003,76,823,Closed,SOC Tier 2,L2
RES01004,INC01004,12,121,Pending,Network Security,L2
RES01005,INC01005,19,213,Closed,SOC Tier 1,L2
RES01006,INC01006,187,280,In Progress,Network Security,L1
RES01007,INC01007,5,1074,Contained,SOC Tier 1,L3
RES01008,INC01008,28,374,Contained,SOC Tier 2,L3
RES01009,INC01009,43,1060,Contained,Forensics,L3
RES01010,INC01010,10,569,Closed,SOC Tier 2,L1
RES01011,INC01011,33,1182,Pending,Incident Response,L1
RES01012,INC01012,30,222,In Progress,Forensics,L1
RES01013,INC01013,15,503,Pending,Forensics,L1
RES01014,INC01014,154,472,Closed,Incident Response,L1
RES01015,INC01015,108,752,Closed,SOC Tier 1,L1
RES01016,INC01016,65,887,Closed,SOC Tier 2,L1
RES01017,INC01017,30,297,Closed,Network Security,L1
RES01018,INC01018,245,1215,Closed,SOC Tier 2,L3
RES01019,INC01019,40,1429,In Progress,Network Security,L1
RES01020,INC01020,35,126,Pending,Forensics,L1
RES01021,INC01021,67,218,Contained,Network Security,L1
RES01022,INC01022,54,1426,In Progress,Network Security,L1
RES01023,INC01023,42,987,Contained,Incident Response,L1
RES01024,INC01024,20,1346,Contained,SOC Tier 1,L3
RES01025,INC01025,35,1059,Contained,Incident Response,L1
RES01026,INC01026,30,1071,Contained,Forensics,L1
RES01027,INC01027,105,357,Contained,Network Security,L1
RES01028,INC01028,58,809,In Progress,Network Security,L1
RES01029,INC01029,49,594,Closed,Forensics,L1
RES01030,INC01030,52,1257,Closed,SOC Tier 2,L1
RES01031,INC01031,59,149,Pending,SOC Tier 2,L1
RES01032,INC01032,11,66,In Progress,Forensics,L2
RES01033,INC01033,68,882,In Progress,Incident Response,L1
RES01034,INC01034,135,1533,Pending,Network Security,L1
RES01035,INC01035,32,1464,Pending,Network Security,L1
RES01036,INC01036,21,887,In Progress,SOC Tier 1,L2
RES01037,INC01037,69,705,Closed,SOC Tier 2,L1
RES01038,INC01038,328,742,Closed,SOC Tier 2,L1
RES01039,INC01039,22,1447,Closed,SOC Tier 1,L1
RES01040,INC01040,10,298,Closed,Network Security,L3
RES01041,INC01041,64,271,Closed,Forensics,L1
RES01042,INC01042,143,889,Closed,Forensics,L3
RES01043,INC01043,71,654,Closed,SOC Tier 1,L1
RES01044,INC01044,14,743,Closed,Incident Response,L1
RES01045,INC01045,397,1698,Closed,SOC Tier 2,L1
RES01046,INC01046,80,490,Closed,SOC Tier 1,L1
RES01047,INC01047,5,1271,Closed,Network Security,L1
RES01048,INC01048,75,403,In Progress,Forensics,L1
RES01049,INC01049,220,706,In Progress,SOC Tier 1,L2
RES01050,INC01050,25,61,Contained,Network Security,L2
RES01051,INC01051,98,1084,In Progress,SOC Tier 1,L1
RES01052,INC01052,52,1292,In Progress,Forensics,L1
RES01053,INC01053,70,1349,Pending,SOC Tier 1,L1
RES01054,INC01054,8,274,Contained,Incident Response,L1
RES01055,INC01055,30,1141,Closed,SOC Tier 1,L1
RES01056,INC01056,12,241,Contained,Incident Response,L1
RES01057,INC01057,40,956,In Progress,Incident Response,L1
RES01058,INC01058,34,1054,Contained,Incident Response,L2
RES01059,INC01059,43,288,Contained,Forensics,L3
RES01060,INC01060,63,248,Closed,Forensics,L2
RES01061,INC01061,34,166,Closed,SOC Tier 2,L1
RES01062,INC01062,11,1039,Pending,Forensics,L1
RES01063,INC01063,5,901,Contained,Incident Response,L1
RES01064,INC01064,102,300,Pending,SOC Tier 1,L2
RES01065,INC01065,42,777,Closed,Network Security,L1
RES01066,INC01066,14,1166,Closed,Network Security,L2
RES01067,INC01067,60,425,Closed,SOC Tier 2,L1
RES01068,INC01068,26,909,In Progress,Incident Response,L3
RES01069,INC01069,136,578,Closed,Incident Response,L1
RES01070,INC01070,235,633,Closed,SOC Tier 1,L3
RES01071,INC01071,17,599,Closed,SOC Tier 2,L1
RES01072,INC01072,33,559,In Progress,Incident Response,L1
RES01073,INC01073,28,756,Contained,SOC Tier 2,L1
RES01074,INC01074,59,378,In Progress,Forensics,L2
RES01075,INC01075,34,614,Pending,SOC Tier 2,L1
RES01076,INC01076,57,964,Closed,Network Security,L1
RES01077,INC01077,194,770,Contained,SOC Tier 1,L1
RES01078,INC01078,37,992,In Progress,SOC Tier 2,L1
RES01079,INC01079,20,213,Closed,Forensics,L1
RES01080,INC01080,55,279,Contained,Forensics,L1
RES01081,INC01081,32,1282,Closed,Forensics,L1
RES01082,INC01082,76,757,Closed,SOC Tier 1,L1
RES01083,INC01083,52,940,Closed,Forensics,L2
RES01084,INC01084,136,1209,Closed,SOC Tier 2,L1
RES01085,INC01085,175,411,In Progress,SOC Tier 1,L3
RES01086,INC01086,27,1427,Pending,SOC Tier 1,L1
RES01087,INC01087,15,642,Closed,Network Security,L1
RES01088,INC01088,145,1429,In Progress,Incident Response,L2
RES01089,INC01089,146,763,Contained,Incident Response,L1
RES01090,INC01090,11,612,Closed,Forensics,L1
RES01091,INC01091,11,887,In Progress,SOC Tier 1,L2
RES01092,INC01092,82,381,In Progress,SOC Tier 1,L3
RES01093,INC01093,34,922,Contained,Forensics,L1
RES01094,INC01094,28,1444,Contained,Network Security,L1
RES01095,INC01095,41,980,Closed,Network Security,L1
RES01096,INC01096,292,420,Pending,Incident Response,L1
RES01097,INC01097,51,1065,Contained,SOC Tier 1,L2
RES01098,INC01098,23,100,In Progress,Incident Response,L3
RES01099,INC01099,25,200,Closed,Forensics,L1
RES01100,INC01100,90,521,In Progress,SOC Tier 1,L1
RES01101,INC01101,430,889,In Progress,SOC Tier 1,L1
RES01102,INC01102,96,131,Closed,SOC Tier 2,L1
RES01103,INC01103,22,76,In Progress,Incident Response,L1
RES01104,INC01104,60,1202,Closed,Network Security,L1
RES01105,INC01105,77,748,In Progress,SOC Tier 1,L2
RES01106,INC01106,156,467,In Progress,Forensics,L1
RES01107,INC01107,24,659,Contained,SOC Tier 1,L2
RES01108,INC01108,54,1061,Closed,SOC Tier 2,L1
RES01109,INC01109,8,1073,Contained,Forensics,L1
RES01110,INC01110,123,559,In Progress,SOC Tier 2,L1
RES01111,INC01111,22,287,Closed,Incident Response,L1
RES01112,INC01112,75,1457,Contained,Incident Response,L1
RES01113,INC01113,88,1008,Closed,SOC Tier 2,L1
RES01114,INC01114,52,1467,Closed,Incident Response,L1
RES01115,INC01115,24,486,Contained,Network Security,L3
RES01116,INC01116,18,204,Contained,SOC Tier 1,L1
RES01117,INC01117,143,711,Contained,Forensics,L1
RES01118,INC01118,113,605,Closed,SOC Tier 1,L3
RES01119,INC01119,42,1086,Contained,Forensics,L1
RES01120,INC01120,82,1121,In Progress,Forensics,L3
RES01121,INC01121,17,147,Closed,Forensics,L2
RES01122,INC01122,48,906,Closed,Network Security,L1
RES01123,INC01123,45,558,Contained,Forensics,L1
RES01124,INC01124,15,911,Contained,Forensics,L1
RES01125,INC01125,56,637,Closed,Network Security,L2
RES01126,INC01126,76,863,Closed,Forensics,L2
RES01127,INC01127,15,1054,Contained,SOC Tier 2,L3
RES01128,INC01128,16,459,Contained,Forensics,L2
RES01129,INC01129,19,329,Contained,Forensics,L1
RES01130,INC01130,46,1071,Contained,Network Security,L1
RES01131,INC01131,51,1416,In Progress,SOC Tier 1,L1
RES01132,INC01132,221,877,Closed,SOC Tier 2,L1
RES01133,INC01133,77,1513,In Progress,SOC Tier 1,L1
RES01134,INC01134,23,313,Contained,Incident Response,L3
RES01135,INC01135,36,1220,Closed,Incident Response,L3
RES01136,INC01136,33,1456,Contained,Forensics,L1
RES01137,INC01137,13,465,Contained,SOC Tier 2,L1
RES01138,INC01138,137,375,Closed,SOC Tier 1,L1
RES01139,INC01139,28,994,In Progress,Network Security,L1
RES01140,INC01140,5,1260,Closed,SOC Tier 1,L1
RES01141,INC01141,88,235,Pending,Forensics,L2
RES01142,INC01142,15,948,Contained,SOC Tier 1,L2
RES01143,INC01143,57,1315,Closed,Incident Response,L2
RES01144,INC01144,42,117,Contained,Forensics,L1
RES01145,INC01145,281,1038,Closed,Incident Response,L1
RES01146,INC01146,8,146,In Progress,Forensics,L1
RES01147,INC01147,51,329,Closed,Incident Response,L2
RES01148,INC01148,6,721,In Progress,Network Security,L1
RES01149,INC01149,39,530,Closed,Network Security,L1
RES01150,INC01150,21,171,Closed,Incident Response,L1
RES01151,INC01151,21,1180,Contained,SOC Tier 1,L1
RES01152,INC01152,52,368,Pending,Forensics,L3
RES01153,INC01153,79,1336,Contained,SOC Tier 1,L3
RES01154,INC01154,44,323,Closed,SOC Tier 2,L1
RES01155,INC01155,62,824,In Progress,Network Security,L1
RES01156,INC01156,33,1088,Closed,Network Security,L1
RES01157,INC01157,23,730,Pending,Incident Response,L1
RES01158,INC01158,14,632,In Progress,Incident Response,L1
RES01159,INC01159,163,1251,Closed,Incident Response,L1
RES01160,INC01160,54,100,In Progress,Forensics,L2
RES01161,INC01161,21,1215,In Progress,SOC Tier 2,L3
RES01162,INC01162,103,1105,Closed,Forensics,L1
RES01163,INC01163,10,1118,Closed,SOC Tier 1,L1
RES01164,INC01164,245,868,Pending,Network Security,L3
RES01165,INC01165,5,577,In Progress,Network Security,L3
RES01166,INC01166,33,869,Contained,Network Security,L3
RES01167,INC01167,6,941,Closed,Incident Response,L3
RES01168,INC01168,135,1469,Contained,Network Security,L3
RES01169,INC01169,94,1332,Closed,Incident Response,L2
RES01170,INC01170,55,160,Closed,Incident Response,L1
RES01171,INC01171,118,361,Closed,Forensics,L1
RES01172,INC01172,7,1371,Contained,Network Security,L1
RES01173,INC01173,211,788,In Progress,Network Security,L1
RES01174,INC01174,45,893,In Progress,Forensics,L2
RES01175,INC01175,32,141,In Progress,SOC Tier 2,L1
RES01176,INC01176,46,223,Contained,Incident Response,L1
RES01177,INC01177,48,654,Closed,Network Security,L1
RES01178,INC01178,123,1164,Contained,Network Security,L2
RES01179,INC01179,5,1123,In Progress,SOC Tier 1,L1
RES01180,INC01180,86,1377,Contained,Network Security,L1
RES01181,INC01181,67,374,Closed,SOC Tier 1,L1
RES01182,INC01182,98,412,In Progress,Incident Response,L2
RES01183,INC01183,168,962,Closed,Network Security,L1
RES01184,INC01184,20,821,Closed,SOC Tier 2,L1
RES01185,INC01185,226,307,Contained,SOC Tier 1,L1
RES01186,INC01186,41,701,Closed,Network Security,L2
RES01187,INC01187,34,1329,Contained,SOC Tier 2,L1
RES01188,INC01188,53,314,In Progress,Forensics,L1
RES01189,INC01189,37,1223,Contained,Forensics,L3
RES01190,INC01190,20,680,In Progress,SOC Tier 2,L1
RES01191,INC01191,31,800,Closed,Network Security,L1
RES01192,INC01192,18,952,Closed,SOC Tier 2,L1
RES01193,INC01193,73,1098,Contained,Forensics,L3
RES01194,INC01194,86,1014,Closed,SOC Tier 2,L1
RES01195,INC01195,12,188,In Progress,Forensics,L1
RES01196,INC01196,67,513,In Progress,Network Security,L2
RES01197,INC01197,74,1295,Closed,SOC Tier 2,L2
RES01198,INC01198,5,91,In Progress,Forensics,L3
RES01199,INC01199,5,1043,Closed,Network Security,L2
RES01200,INC01200,154,917,In Progress,Network Security,L1
RES01201,INC01201,28,227,Closed,SOC Tier 2,L1
RES01202,INC01202,65,268,Contained,SOC Tier 2,L2
RES01203,INC01203,98,1510,Contained,Network Security,L1
RES01204,INC01204,113,186,Closed,SOC Tier 1,L3
RES01205,INC01205,22,83,Contained,SOC Tier 2,L1
RES01206,INC01206,27,80,In Progress,SOC Tier 1,L1
RES01207,INC01207,144,1060,Closed,SOC Tier 1,L1
RES01208,INC01208,5,1341,Contained,SOC Tier 1,L1
RES01209,INC01209,99,371,In Progress,SOC Tier 1,L1
RES01210,INC01210,134,1286,Contained,Forensics,L2
RES01211,INC01211,134,1178,Closed,Network Security,L2
RES01212,INC01212,57,410,Closed,Forensics,L1
RES01213,INC01213,55,184,Closed,SOC Tier 1,L3
RES01214,INC01214,7,724,Closed,Forensics,L1
RES01215,INC01215,66,210,In Progress,Incident Response,L2
RES01216,INC01216,23,213,In Progress,Network Security,L1
RES01217,INC01217,58,745,In Progress,Forensics,L1
RES01218,INC01218,43,1223,Closed,SOC Tier 2,L1
RES01219,INC01219,24,1455,In Progress,Network Security,L1
RES01220,INC01220,15,930,Closed,Network Security,L2
RES01221,INC01221,153,572,Closed,Incident Response,L2
RES01222,INC01222,16,508,Closed,Incident Response,L1
RES01223,INC01223,9,902,Pending,SOC Tier 2,L1
RES01224,INC01224,22,296,In Progress,SOC Tier 1,L1
RES01225,INC01225,101,862,Closed,Forensics,L1
RES01226,INC01226,187,1301,Closed,Network Security,L1
RES01227,INC01227,17,1234,Contained,Incident Response,L3
RES01228,INC01228,19,132,Closed,Network Security,L3
RES01229,INC01229,27,463,Closed,Incident Response,L1
RES01230,INC01230,16,405,In Progress,SOC Tier 2,L1
RES01231,INC01231,12,824,Closed,Forensics,L1
RES01232,INC01232,23,314,In Progress,Forensics,L1
RES01233,INC01233,35,1405,Closed,SOC Tier 2,L1
RES01234,INC01234,18,1341,In Progress,Forensics,L1
RES01235,INC01235,41,539,In Progress,Incident Response,L3
RES01236,INC01236,33,637,In Progress,Network Security,L1
RES01237,INC01237,45,694,Closed,SOC Tier 1,L1
RES01238,INC01238,221,311,Closed,Incident Response,L1
RES01239,INC01239,22,1305,Contained,SOC Tier 1,L2
RES01240,INC01240,109,1237,Contained,Forensics,L1
RES01241,INC01241,37,535,In Progress,SOC Tier 2,L1
RES01242,INC01242,127,928,In Progress,SOC Tier 2,L2
RES01243,INC01243,11,577,Closed,Network Security,L2
RES01244,INC01244,32,383,Pending,Forensics,L2
RES01245,INC01245,96,554,Closed,SOC Tier 2,L1
RES01246,INC01246,7,187,Closed,Network Security,L1
RES01247,INC01247,5,1176,In Progress,Network Security,L3
RES01248,INC01248,214,1167,Contained,Incident Response,L1
RES01249,INC01249,18,1359,Closed,Forensics,L1
RES01250,INC01250,20,59,Closed,SOC Tier 1,L1
RES01251,INC01251,39,958,Closed,Forensics,L1
RES01252,INC01252,21,841,Pending,Incident Response,L1
RES01253,INC01253,29,938,Pending,SOC Tier 1,L1
RES01254,INC01254,143,1568,Closed,Forensics,L3
RES01255,INC01255,42,621,Contained,Network Security,L1
RES01256,INC01256,73,301,Closed,Forensics,L1
RES01257,INC01257,20,67,Closed,SOC Tier 1,L1
RES01258,INC01258,28,751,Contained,Network Security,L1
RES01259,INC01259,19,294,In Progress,Network Security,L1
RES01260,INC01260,42,270,Contained,Forensics,L1
RES01261,INC01261,63,300,Closed,SOC Tier 2,L2
RES01262,INC01262,14,434,Contained,Forensics,L1
RES01263,INC01263,6,199,Pending,Network Security,L2
RES01264,INC01264,48,763,Closed,SOC Tier 2,L2
RES01265,INC01265,58,1010,Closed,SOC Tier 2,L2
RES01266,INC01266,110,547,Closed,Forensics,L2
RES01267,INC01267,41,263,Closed,Network Security,L1
RES01268,INC01268,71,908,Contained,SOC Tier 1,L1
RES01269,INC01269,14,164,Closed,SOC Tier 1,L1
RES01270,INC01270,47,1117,Closed,Forensics,L3
RES01271,INC01271,55,624,Contained,SOC Tier 1,L1
RES01272,INC01272,60,668,Contained,SOC Tier 2,L1
RES01273,INC01273,91,472,In Progress,Network Security,L1
RES01274,INC01274,26,454,Closed,Forensics,L1
RES01275,INC01275,309,544,Closed,SOC Tier 2,L1
RES01276,INC01276,9,825,Contained,Network Security,L3
RES01277,INC01277,27,263,Closed,Network Security,L1
RES01278,INC01278,78,1067,Contained,Network Security,L1
RES01279,INC01279,77,468,Closed,Network Security,L2
RES01280,INC01280,63,890,Closed,SOC Tier 2,L1
RES01281,INC01281,5,791,Contained,Network Security,L1
RES01282,INC01282,73,996,Pending,SOC Tier 1,L1
RES01283,INC01283,80,1178,Closed,Network Security,L1
RES01284,INC01284,22,842,Closed,Network Security,L1
RES01285,INC01285,19,1251,In Progress,Network Security,L1
RES01286,INC01286,149,544,Closed,SOC Tier 1,L1
RES01287,INC01287,14,1103,Contained,Forensics,L1
RES01288,INC01288,5,518,Contained,Incident Response,L1
RES01289,INC01289,9,924,Closed,SOC Tier 1,L3
RES01290,INC01290,19,742,Contained,Incident Response,L1
RES01291,INC01291,68,1377,Closed,Incident Response,L1
RES01292,INC01292,50,462,Closed,Incident Response,L1
RES01293,INC01293,326,1088,Pending,Network Security,L1
RES01294,INC01294,6,267,Contained,Incident Response,L1
RES01295,INC01295,103,1026,In Progress,SOC Tier 2,L1
RES01296,INC01296,17,99,In Progress,Network Security,L2
RES01297,INC01297,31,641,Closed,SOC Tier 2,L3
RES01298,INC01298,12,55,Pending,SOC Tier 1,L1
RES01299,INC01299,94,585,Closed,SOC Tier 2,L1
RES01300,INC01300,61,773,Contained,Forensics,L3
RES01301,INC01301,146,643,Contained,Incident Response,L2
RES01302,INC01302,35,609,Closed,SOC Tier 2,L3
RES01303,INC01303,30,269,Contained,SOC Tier 2,L1
RES01304,INC01304,60,1097,Closed,Forensics,L1
RES01305,INC01305,124,1277,Closed,Network Security,L1
RES01306,INC01306,38,709,Closed,Network Security,L2
RES01307,INC01307,33,141,In Progress,Network Security,L2
RES01308,INC01308,18,135,In Progress,Forensics,L3
RES01309,INC01309,5,986,Closed,Network Security,L1
RES01310,INC01310,49,1388,Pending,Incident Response,L2
RES01311,INC01311,176,1424,Closed,SOC Tier 2,L1
RES01312,INC01312,22,623,Closed,SOC Tier 1,L1
RES01313,INC01313,152,883,Closed,Network Security,L1
RES01314,INC01314,32,291,Closed,Forensics,L1
RES01315,INC01315,46,174,Closed,Network Security,L2
RES01316,INC01316,28,1137,Pending,Incident Response,L3
RES01317,INC01317,59,693,Closed,SOC Tier 1,L1
RES01318,INC01318,83,813,Closed,Network Security,L1
RES01319,INC01319,76,589,Contained,SOC Tier 2,L1
RES01320,INC01320,63,534,Closed,Network Security,L1
RES01321,INC01321,16,1435,Contained,SOC Tier 2,L1
RES01322,INC01322,19,1199,In Progress,Forensics,L3
RES01323,INC01323,25,1029,Closed,Forensics,L1
RES01324,INC01324,230,808,Closed,SOC Tier 2,L3
RES01325,INC01325,466,1513,In Progress,SOC Tier 2,L2
RES01326,INC01326,49,557,Closed,Forensics,L2
RES01327,INC01327,232,989,In Progress,SOC Tier 1,L1
RES01328,INC01328,16,250,Pending,Incident Response,L1
RES01329,INC01329,71,1101,In Progress,SOC Tier 1,L3
RES01330,INC01330,55,170,Closed,Incident Response,L3
RES01331,INC01331,144,1192,In Progress,SOC Tier 1,L1
RES01332,INC01332,106,987,In Progress,SOC Tier 1,L1
RES01333,INC01333,69,192,Closed,Incident Response,L3
RES01334,INC01334,18,761,Contained,SOC Tier 1,L1
RES01335,INC01335,32,375,In Progress,Network Security,L1
RES01336,INC01336,107,808,In Progress,Incident Response,L1
RES01337,INC01337,121,169,Closed,Incident Response,L1
RES01338,INC01338,15,1062,Closed,Incident Response,L3
RES01339,INC01339,127,875,Closed,Forensics,L3
RES01340,INC01340,7,547,In Progress,Forensics,L1
RES01341,INC01341,100,1364,Contained,SOC Tier 1,L2
RES01342,INC01342,76,1015,Closed,Network Security,L1
RES01343,INC01343,39,928,In Progress,Incident Response,L3
RES01344,INC01344,38,275,In Progress,Network Security,L1
RES01345,INC01345,60,795,Contained,Network Security,L1
RES01346,INC01346,16,1033,Contained,Network Security,L1
RES01347,INC01347,53,1388,In Progress,Network Security,L1
RES01348,INC01348,116,997,Closed,SOC Tier 2,L1
RES01349,INC01349,28,300,Contained,Forensics,L2
RES01350,INC01350,205,1190,Closed,Network Security,L1
RES01351,INC01351,164,299,In Progress,SOC Tier 2,L3
RES01352,INC01352,171,642,Closed,SOC Tier 2,L1
RES01353,INC01353,133,1456,Closed,Incident Response,L1
RES01354,INC01354,108,1268,Closed,SOC Tier 2,L2
RES01355,INC01355,39,1341,Contained,Network Security,L3
RES01356,INC01356,61,587,Closed,Incident Response,L1
RES01357,INC01357,17,1009,Contained,SOC Tier 1,L3
RES01358,INC01358,11,1028,Closed,SOC Tier 2,L1
RES01359,INC01359,84,460,Closed,Forensics,L3
RES01360,INC01360,131,1490,Closed,Forensics,L1
RES01361,INC01361,41,1438,Closed,SOC Tier 2,L1
RES01362,INC01362,33,218,Closed,Network Security,L1
RES01363,INC01363,33,1142,Closed,SOC Tier 1,L2
RES01364,INC01364,83,744,In Progress,Forensics,L1
RES01365,INC01365,68,1048,In Progress,Network Security,L1
RES01366,INC01366,391,1202,Closed,SOC Tier 1,L1
RES01367,INC01367,80,424,Closed,Network Security,L1
RES01368,INC01368,75,240,Contained,Incident Response,L1
RES01369,INC01369,308,1061,Contained,Forensics,L1
RES01370,INC01370,178,1388,Closed,SOC Tier 2,L1
RES01371,INC01371,96,1285,Pending,Forensics,L1
RES01372,INC01372,5,422,In Progress,Forensics,L1
RES01373,INC01373,17,1259,In Progress,SOC Tier 2,L3
RES01374,INC01374,47,578,Pending,Incident Response,L1
RES01375,INC01375,45,866,Closed,Network Security,L1
RES01376,INC01376,15,502,Contained,SOC Tier 2,L1
RES01377,INC01377,137,904,In Progress,Forensics,L1
RES01378,INC01378,46,822,Contained,SOC Tier 1,L1
RES01379,INC01379,73,1086,Contained,SOC Tier 2,L1
RES01380,INC01380,143,838,Contained,Incident Response,L1
RES01381,INC01381,207,981,Contained,Incident Response,L1
RES01382,INC01382,114,1062,Pending,SOC Tier 1,L1
RES01383,INC01383,51,669,Closed,Forensics,L1
RES01384,INC01384,63,832,In Progress,SOC Tier 2,L2
RES01385,INC01385,47,197,In Progress,SOC Tier 1,L1
RES01386,INC01386,158,1414,In Progress,Incident Response,L1
RES01387,INC01387,16,223,Contained,Forensics,L1
RES01388,INC01388,78,1338,In Progress,SOC Tier 1,L1
RES01389,INC01389,48,1149,Contained,Incident Response,L1
RES01390,INC01390,182,1548,In Progress,Forensics,L1
RES01391,INC01391,43,107,Pending,Forensics,L1
RES01392,INC01392,140,476,Closed,SOC Tier 1,L1
RES01393,INC01393,28,131,Contained,Network Security,L2
RES01394,INC01394,21,639,In Progress,Forensics,L1
RES01395,INC01395,96,1401,Contained,Network Security,L1
RES01396,INC01396,20,1130,In Progress,Network Security,L1
RES01397,INC01397,11,1033,Closed,Network Security,L3
RES01398,INC01398,28,1254,Pending,Incident Response,L1
RES01399,INC01399,8,43,Contained,SOC Tier 1,L2
RES01400,INC01400,45,1185,Closed,Network Security,L2
RES01401,INC01401,82,551,In Progress,Network Security,L1
RES01402,INC01402,101,1105,In Progress,Forensics,L3
RES01403,INC01403,59,1165,Closed,Forensics,L1
RES01404,INC01404,17,1013,Closed,SOC Tier 2,L1
RES01405,INC01405,119,737,Contained,Forensics,L2
RES01406,INC01406,106,998,Closed,SOC Tier 1,L1
RES01407,INC01407,87,778,In Progress,Forensics,L1
RES01408,INC01408,114,1029,Closed,SOC Tier 1,L1
RES01409,INC01409,8,684,In Progress,Network Security,L1
RES01410,INC01410,20,605,Closed,Network Security,L1
RES01411,INC01411,17,332,In Progress,Network Security,L2
RES01412,INC01412,80,656,Contained,Forensics,L2
RES01413,INC01413,160,1207,In Progress,Incident Response,L1
RES01414,INC01414,9,1266,Closed,SOC Tier 1,L1
RES01415,INC01415,89,264,Closed,Network Security,L1
RES01416,INC01416,31,318,Closed,SOC Tier 2,L1
RES01417,INC01417,19,764,Closed,Network Security,L2
RES01418,INC01418,5,1025,Contained,SOC Tier 2,L1
RES01419,INC01419,33,302,Closed,SOC Tier 1,L1
RES01420,INC01420,49,537,Pending,Network Security,L1
RES01421,INC01421,93,188,Closed,SOC Tier 1,L1
RES01422,INC01422,90,194,Closed,SOC Tier 2,L2
RES01423,INC01423,59,290,Contained,Network Security,L2
RES01424,INC01424,198,1256,Contained,Forensics,L1
RES01425,INC01425,61,1316,Closed,SOC Tier 2,L2
RES01426,INC01426,41,774,Closed,SOC Tier 2,L1
RES01427,INC01427,11,289,Closed,SOC Tier 2,L1
RES01428,INC01428,139,1468,Contained,Incident Response,L2
RES01429,INC01429,50,472,Contained,SOC Tier 1,L1
RES01430,INC01430,18,266,Closed,Incident Response,L2
RES01431,INC01431,12,236,Closed,Forensics,L3
RES01432,INC01432,145,672,Closed,SOC Tier 1,L1
RES01433,INC01433,15,1082,Closed,Forensics,L1
RES01434,INC01434,7,596,Closed,Incident Response,L1
RES01435,INC01435,26,684,Closed,Network Security,L3
RES01436,INC01436,10,519,Closed,Network Security,L1
RES01437,INC01437,122,1482,Closed,Forensics,L1
RES01438,INC01438,246,1239,Closed,Network Security,L1
RES01439,INC01439,21,987,Contained,Forensics,L1
RES01440,INC01440,16,663,In Progress,SOC Tier 2,L1
RES01441,INC01441,69,848,Closed,SOC Tier 2,L3
RES01442,INC01442,170,1447,Closed,Network Security,L1
RES01443,INC01443,13,968,Contained,SOC Tier 1,L1
RES01444,INC01444,48,1225,Closed,SOC Tier 1,L1
RES01445,INC01445,13,99,In Progress,SOC Tier 2,L1
RES01446,INC01446,99,1341,Contained,SOC Tier 2,L1
RES01447,INC01447,60,1430,Closed,SOC Tier 1,L1
RES01448,INC01448,5,977,Closed,Network Security,L3
RES01449,INC01449,23,1401,Contained,Incident Response,L1
RES01450,INC01450,81,911,In Progress,SOC Tier 2,L1
RES01451,INC01451,64,483,Contained,SOC Tier 2,L1
RES01452,INC01452,12,896,Contained,Forensics,L1
RES01453,INC01453,83,998,Contained,Forensics,L2
RES01454,INC01454,79,312,In Progress,SOC Tier 1,L1
RES01455,INC01455,7,321,Contained,Network Security,L1
RES01456,INC01456,39,479,Closed,SOC Tier 2,L1
RES01457,INC01457,29,830,Closed,SOC Tier 2,L1
RES01458,INC01458,64,302,Closed,Incident Response,L1
RES01459,INC01459,47,1163,Contained,Forensics,L1
RES01460,INC01460,64,248,Contained,Incident Response,L1
RES01461,INC01461,6,1361,Contained,Forensics,L3
RES01462,INC01462,51,1033,Closed,Forensics,L1
RES01463,INC01463,29,537,Contained,Network Security,L1
RES01464,INC01464,90,645,Closed,Network Security,L1
RES01465,INC01465,5,1012,Contained,Network Security,L1
RES01466,INC01466,142,297,Closed,SOC Tier 2,L1
RES01467,INC01467,52,1092,Contained,Forensics,L2
RES01468,INC01468,23,831,Contained,Forensics,L1
RES01469,INC01469,32,373,Closed,Network Security,L1
RES01470,INC01470,5,1300,In Progress,Network Security,L2
RES01471,INC01471,50,966,Closed,Forensics,L3
RES01472,INC01472,24,284,Contained,SOC Tier 1,L1
RES01473,INC01473,10,964,Closed,SOC Tier 1,L3
RES01474,INC01474,13,622,Closed,Forensics,L1
RES01475,INC01475,17,1124,Pending,Incident Response,L2
RES01476,INC01476,171,894,Closed,Network Security,L1
